RANKING,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM,RENDA,LONGEVIDADE,EDUCACAO
1266,350230,ANHEMBI,SP,0.721,0.681,0.863,0.637
743,350240,ANHUMAS,SP,0.741,0.683,0.845,0.706
453,350250,APARECIDA,SP,0.755,0.735,0.828,0.706
1266,350260,APARECIDA D'OESTE,SP,0.721,0.697,0.804,0.67
1595,350270,APIAÍ,SP,0.71,0.662,0.835,0.647
1776,350275,ARAÇARIGUAMA,SP,0.704,0.717,0.814,0.597
76,350280,ARAÇATUBA,SP,0.788,0.782,0.841,0.744
168,350290,ARAÇOIABA DA SERRA,SP,0.776,0.751,0.86,0.723
764,350300,ARAMINA,SP,0.74,0.723,0.856,0.656
2309,350310,ARANDU,SP,0.685,0.675,0.806,0.592
2439,350315,ARAPEÍ,SP,0.68,0.634,0.812,0.612
14,350320,ARARAQUARA,SP,0.815,0.788,0.877,0.782
119,350330,ARARAS,SP,0.781,0.763,0.859,0.728
1244,350335,ARCO-ÍRIS,SP,0.722,0.671,0.809,0.694
667,350340,AREALVA,SP,0.744,0.718,0.84,0.683
1995,350350,AREIAS,SP,0.697,0.627,0.803,0.672
2059,350360,AREIÓPOLIS,SP,0.695,0.686,0.823,0.594
940,350370,ARIRANHA,SP,0.733,0.73,0.813,0.663
562,350380,ARTUR NOGUEIRA,SP,0.749,0.745,0.827,0.681
100,350390,ARUJÁ,SP,0.784,0.761,0.866,0.73
897,350395,ASPÁSIA,SP,0.735,0.699,0.864,0.657
28,350400,ASSIS,SP,0.805,0.771,0.865,0.781
289,350410,ATIBAIA,SP,0.765,0.786,0.851,0.67
197,350420,AURIFLAMA,SP,0.773,0.746,0.84,0.738
1486,350430,AVAÍ,SP,0.714,0.674,0.83,0.65
1756,350440,AVANHANDAVA,SP,0.705,0.688,0.817,0.623
265,350450,AVARÉ,SP,0.767,0.751,0.866,0.695
628,350460,BADY BASSITT,SP,0.746,0.737,0.805,0.701
2691,350470,BALBINOS,SP,0.669,0.69,0.809,0.537
440,350480,BÁLSAMO,SP,0.756,0.746,0.835,0.695
940,350490,BANANAL,SP,0.733,0.693,0.872,0.653
1574,350500,BARÃO DE ANTONINA,SP,0.711,0.676,0.82,0.649
1934,350510,BARBOSA,SP,0.699,0.676,0.843,0.599
551,350520,BARIRI,SP,0.75,0.736,0.867,0.662
76,350530,BARRA BONITA,SP,0.788,0.762,0.869,0.739
2898,350535,BARRA DO CHAPÉU,SP,0.66,0.617,0.779,0.599
3275,350540,BARRA DO TURVO,SP,0.641,0.625,0.792,0.532
71,350550,BARRETOS,SP,0.789,0.762,0.875,0.738
1154,350560,BARRINHA,SP,0.725,0.711,0.829,0.646
87,350570,BARUERI,SP,0.786,0.791,0.866,0.708
526,350580,BASTOS,SP,0.751,0.696,0.848,0.718
350,350590,BATATAIS,SP,0.761,0.766,0.84,0.685
37,350600,BAURU,SP,0.801,0.8,0.854,0.752
128,350610,BEBEDOURO,SP,0.78,0.756,0.853,0.735
667,350620,BENTO DE ABREU,SP,0.744,0.706,0.82,0.712
920,350630,BERNARDINO DE CAMPOS,SP,0.734,0.713,0.838,0.662
1021,350635,BERTIOGA,SP,0.73,0.727,0.817,0.654
249,350640,BILAC,SP,0.768,0.743,0.845,0.722
128,350650,BIRIGUI,SP,0.78,0.743,0.869,0.734
1546,350660,BIRITIBA-MIRIM,SP,0.712,0.71,0.795,0.64
2412,350670,BOA ESPERANÇA DO SUL,SP,0.681,0.692,0.811,0.562
719,350680,BOCAINA,SP,0.742,0.741,0.84,0.656
1756,350690,BOFETE,SP,0.705,0.7,0.821,0.609
128,350700,BOITUVA,SP,0.78,0.757,0.861,0.728
1514,350710,BOM JESUS DOS PERDÕES,SP,0.713,0.716,0.802,0.631
2898,350715,BOM SUCESSO DE ITARARÉ,SP,0.66,0.605,0.775,0.613
628,350720,BORÁ,SP,0.746,0.712,0.863,0.675
467,350730,BORACÉIA,SP,0.754,0.723,0.866,0.685
1021,350740,BORBOREMA,SP,0.73,0.71,0.831,0.658
1756,350745,BOREBI,SP,0.705,0.674,0.846,0.615
40,350750,BOTUCATU,SP,0.8,0.79,0.869,0.746
168,350760,BRAGANÇA PAULISTA,SP,0.776,0.772,0.861,0.704
850,350770,BRAÚNA,SP,0.737,0.725,0.83,0.664
1595,350775,BREJO ALEGRE,SP,0.71,0.702,0.826,0.618
453,350780,BRODOWSKI,SP,0.755,0.738,0.864,0.675
764,350790,BROTAS,SP,0.74,0.724,0.815,0.688
2738,350800,BURI,SP,0.667,0.642,0.799,0.578
320,350810,BURITAMA,SP,0.763,0.736,0.839,0.72
897,350820,BURITIZAL,SP,0.735,0.743,0.83,0.643
2078,350830,CABRÁLIA PAULISTA,SP,0.694,0.667,0.811,0.619
823,350840,CABREÚVA,SP,0.738,0.717,0.828,0.678
76,350850,CAÇAPAVA,SP,0.788,0.754,0.858,0.755
304,350860,CACHOEIRA PAULISTA,SP,0.764,0.733,0.837,0.728
1301,350870,CACONDE,SP,0.72,0.701,0.858,0.62
719,350880,CAFELÂNDIA,SP,0.742,0.714,0.867,0.661
1052,350890,CAIABU,SP,0.729,0.682,0.823,0.691
119,350900,CAIEIRAS,SP,0.781,0.74,0.861,0.749
1995,350910,CAIUÁ,SP,0.697,0.665,0.802,0.635
1081,350920,CAJAMAR,SP,0.728,0.713,0.81,0.668
2078,350925,CAJATI,SP,0.694,0.658,0.832,0.611
920,350930,CAJOBI,SP,0.734,0.714,0.822,0.674
1514,350940,CAJURU,SP,0.713,0.693,0.825,0.633
1398,350945,CAMPINA DO MONTE ALEGRE,SP,0.717,0.687,0.846,0.634
28,350950,CAMPINAS,SP,0.805,0.829,0.86,0.731
238,350960,CAMPO LIMPO PAULISTA,SP,0.769,0.733,0.84,0.739
562,350970,CAMPOS DO JORDÃO,SP,0.749,0.761,0.852,0.648
1720,350980,CAMPOS NOVOS PAULISTA,SP,0.706,0.67,0.824,0.638
1301,350990,CANANÉIA,SP,0.72,0.677,0.851,0.649
1776,350995,CANAS,SP,0.704,0.646,0.797,0.677
599,351000,CÂNDIDO MOTA,SP,0.747,0.701,0.845,0.704
71,351010,CÂNDIDO RODRIGUES,SP,0.789,0.747,0.863,0.762
2439,351015,CANITAR,SP,0.68,0.658,0.791,0.605
1266,351020,CAPÃO BONITO,SP,0.721,0.675,0.826,0.671
1934,351030,CAPELA DO ALTO,SP,0.699,0.673,0.823,0.617
551,351040,CAPIVARI,SP,0.75,0.744,0.848,0.669
383,351050,CARAGUATATUBA,SP,0.759,0.735,0.845,0.705
562,351060,CARAPICUÍBA,SP,0.749,0.721,0.842,0.693
1244,351070,CARDOSO,SP,0.722,0.695,0.853,0.636
1021,351080,CASA BRANCA,SP,0.73,0.727,0.835,0.64
920,351090,CÁSSIA DOS COQUEIROS,SP,0.734,0.68,0.864,0.673
993,351100,CASTILHO,SP,0.731,0.688,0.827,0.686
92,351110,CATANDUVA,SP,0.785,0.767,0.853,0.74
526,351120,CATIGUÁ,SP,0.751,0.734,0.852,0.676
274,351130,CEDRAL,SP,0.766,0.749,0.872,0.689
1052,351140,CERQUEIRA CÉSAR,SP,0.729,0.71,0.821,0.666
113,351150,CERQUILHO,SP,0.782,0.758,0.854,0.739
1720,351160,CESÁRIO LANGE,SP,0.706,0.715,0.804,0.611
876,351170,CHARQUEADA,SP,0.736,0.72,0.82,0.675
1052,355720,CHAVANTES,SP,0.729,0.713,0.828,0.655
1154,351190,CLEMENTINA,SP,0.725,0.704,0.821,0.66
420,351200,COLINA,SP,0.757,0.72,0.845,0.712
1595,351210,COLÔMBIA,SP,0.71,0.689,0.802,0.647
1665,351220,CONCHAL,SP,0.708,0.699,0.827,0.614
876,351230,CONCHAS,SP,0.736,0.725,0.837,0.658
400,351240,CORDEIRÓPOLIS,SP,0.758,0.754,0.858,0.674
1331,351250,COROADOS,SP,0.719,0.704,0.816,0.648
2182,351260,CORONEL MACEDO,SP,0.69,0.653,0.811,0.619
467,351270,CORUMBATAÍ,SP,0.754,0.728,0.841,0.7
238,351280,COSMÓPOLIS,SP,0.769,0.746,0.876,0.697
1244,351290,COSMORAMA,SP,0.722,0.705,0.849,0.63
128,351300,COTIA,SP,0.78,0.789,0.851,0.707
440,351310,CRAVINHOS,SP,0.756,0.737,0.857,0.683
920,351320,CRISTAIS PAULISTA,SP,0.734,0.723,0.802,0.682
185,351330,CRUZÁLIA,SP,0.774,0.698,0.853,0.778
76,351340,CRUZEIRO,SP,0.788,0.742,0.871,0.758
850,351350,CUBATÃO,SP,0.737,0.716,0.821,0.681
2332,351360,CUNHA,SP,0.684,0.672,0.826,0.576
366,351370,DESCALVADO,SP,0.76,0.74,0.865,0.687
420,351380,DIADEMA,SP,0.757,0.717,0.844,0.716
743,351385,DIRCE REIS,SP,0.741,0.686,0.842,0.704
920,351390,DIVINOLÂNDIA,SP,0.734,0.72,0.85,0.645
1362,351400,DOBRADA,SP,0.718,0.691,0.818,0.655
1154,351410,DOIS CÓRREGOS,SP,0.725,0.725,0.853,0.616
719,351420,DOLCINÓPOLIS,SP,0.742,0.699,0.825,0.709
823,351430,DOURADO,SP,0.738,0.718,0.811,0.689
168,351440,DRACENA,SP,0.776,0.752,0.842,0.737
583,351450,DUARTINA,SP,0.748,0.716,0.837,0.698
667,351460,DUMONT,SP,0.744,0.72,0.849,0.674
648,351470,ECHAPORÃ,SP,0.745,0.719,0.834,0.69
2161,351480,ELDORADO,SP,0.691,0.633,0.847,0.615
2059,351490,ELIAS FAUSTO,SP,0.695,0.701,0.822,0.583
599,351492,ELISIÁRIO,SP,0.747,0.711,0.825,0.712
1021,351495,EMBAÚBA,SP,0.73,0.723,0.84,0.641
897,351500,EMBU,SP,0.735,0.7,0.839,0.676
562,351510,EMBU-GUAÇU,SP,0.749,0.713,0.834,0.708
1107,351512,EMILIANÓPOLIS,SP,0.727,0.69,0.805,0.691
965,351515,ENGENHEIRO COELHO,SP,0.732,0.72,0.815,0.668
85,351518,ESPÍRITO SANTO DO PINHAL,SP,0.787,0.784,0.872,0.712
2028,351519,ESPÍRITO SANTO DO TURVO,SP,0.696,0.675,0.819,0.609
764,355730,ESTIVA GERBI,SP,0.74,0.716,0.815,0.695
764,351530,ESTRELA DO NORTE,SP,0.74,0.693,0.818,0.714
366,351520,ESTRELA D'OESTE,SP,0.76,0.712,0.873,0.705
1776,351535,EUCLIDES DA CUNHA PAULISTA,SP,0.704,0.663,0.802,0.655
965,351540,FARTURA,SP,0.732,0.699,0.867,0.648
400,351560,FERNANDO PRESTES,SP,0.758,0.746,0.859,0.68
50,351550,FERNANDÓPOLIS,SP,0.797,0.767,0.872,0.758
1811,351565,FERNÃO,SP,0.703,0.668,0.843,0.617
823,351570,FERRAZ DE VASCONCELOS,SP,0.738,0.691,0.828,0.703
1107,351580,FLORA RICA,SP,0.727,0.668,0.796,0.723
599,351590,FLOREAL,SP,0.747,0.71,0.808,0.726
1454,351600,FLÓRIDA PAULISTA,SP,0.715,0.702,0.807,0.646
1514,351610,FLORÍNIA,SP,0.713,0.678,0.82,0.652
128,351620,FRANCA,SP,0.78,0.749,0.842,0.753
1811,351630,FRANCISCO MORATO,SP,0.703,0.659,0.815,0.647
993,351640,FRANCO DA ROCHA,SP,0.731,0.702,0.852,0.654
320,351650,GABRIEL MONTEIRO,SP,0.763,0.721,0.809,0.762
1638,351660,GÁLIA,SP,0.709,0.684,0.823,0.634
238,351670,GARÇA,SP,0.769,0.737,0.849,0.728
1217,351680,GASTÃO VIDIGAL,SP,0.723,0.727,0.817,0.635
1331,351685,GAVIÃO PEIXOTO,SP,0.719,0.687,0.802,0.676
599,351690,GENERAL SALGADO,SP,0.747,0.734,0.808,0.702
1398,351700,GETULINA,SP,0.717,0.696,0.813,0.652
897,351710,GLICÉRIO,SP,0.735,0.735,0.858,0.63
795,351720,GUAIÇARA,SP,0.739,0.697,0.853,0.679
1081,351730,GUAIMBÊ,SP,0.728,0.675,0.83,0.689
488,351740,GUAÍRA,SP,0.753,0.759,0.824,0.683
1154,351750,GUAPIAÇU,SP,0.725,0.728,0.866,0.605
2545,351760,GUAPIARA,SP,0.675,0.634,0.806,0.602
1362,351770,GUARÁ,SP,0.718,0.71,0.826,0.63
1331,351780,GUARAÇAÍ,SP,0.719,0.699,0.803,0.663
850,351790,GUARACI,SP,0.737,0.698,0.84,0.682
965,351800,GUARANI D'OESTE,SP,0.732,0.682,0.806,0.714
1514,351810,GUARANTÃ,SP,0.713,0.698,0.832,0.623
320,351820,GUARARAPES,SP,0.763,0.727,0.84,0.726
993,351830,GUARAREMA,SP,0.731,0.729,0.817,0.656
47,351840,GUARATINGUETÁ,SP,0.798,0.764,0.886,0.751
2251,351850,GUAREÍ,SP,0.687,0.692,0.805,0.583
1331,351860,GUARIBA,SP,0.719,0.712,0.811,0.645
526,351870,GUARUJÁ,SP,0.751,0.729,0.854,0.679
320,351880,GUARULHOS,SP,0.763,0.746,0.831,0.717
695,351885,GUATAPARÁ,SP,0.743,0.724,0.822,0.688
1995,351890,GUZOLÂNDIA,SP,0.697,0.676,0.808,0.621
1107,351900,HERCULÂNDIA,SP,0.727,0.68,0.809,0.698
61,351905,HOLAMBRA,SP,0.793,0.815,0.878,0.698
440,351907,HORTOLÂNDIA,SP,0.756,0.716,0.859,0.703
648,351910,IACANGA,SP,0.745,0.721,0.851,0.675
940,351920,IACRI,SP,0.733,0.701,0.857,0.655
2573,351925,IARAS,SP,0.674,0.664,0.848,0.543
1811,351930,IBATÉ,SP,0.703,0.681,0.814,0.627
764,351940,IBIRÁ,SP,0.74,0.741,0.841,0.65
1665,351950,IBIRAREMA,SP,0.708,0.692,0.817,0.628
599,351960,IBITINGA,SP,0.747,0.738,0.846,0.667
1595,351970,IBIÚNA,SP,0.71,0.7,0.832,0.614
1301,351980,ICÉM,SP,0.72,0.716,0.806,0.646
876,351990,IEPÊ,SP,0.736,0.7,0.814,0.7
1107,352000,IGARAÇU DO TIETÊ,SP,0.727,0.691,0.838,0.664
249,352010,IGARAPAVA,SP,0.768,0.809,0.835,0.671
1574,352020,IGARATÁ,SP,0.711,0.683,0.855,0.616
1133,352030,IGUAPE,SP,0.726,0.691,0.847,0.653
1154,352042,ILHA COMPRIDA,SP,0.725,0.696,0.823,0.666
18,352044,ILHA SOLTEIRA,SP,0.812,0.786,0.871,0.782
440,352040,ILHABELA,SP,0.756,0.739,0.843,0.693
76,352050,INDAIATUBA,SP,0.788,0.791,0.837,0.738
350,352060,INDIANA,SP,0.761,0.714,0.843,0.733
526,352070,INDIAPORÃ,SP,0.751,0.714,0.835,0.71
383,352080,INÚBIA PAULISTA,SP,0.759,0.688,0.849,0.75
1107,352090,IPAUSSU,SP,0.727,0.713,0.828,0.65
1331,352100,IPERÓ,SP,0.719,0.68,0.814,0.672
488,352110,IPEÚNA,SP,0.753,0.737,0.845,0.685
1021,352115,IPIGUÁ,SP,0.73,0.696,0.839,0.666
1811,352120,IPORANGA,SP,0.703,0.637,0.816,0.668
562,352130,IPUÃ,SP,0.749,0.759,0.848,0.654
168,352140,IRACEMÁPOLIS,SP,0.776,0.742,0.863,0.729
1514,352150,IRAPUÃ,SP,0.713,0.688,0.844,0.624
1546,352160,IRAPURU,SP,0.712,0.691,0.839,0.622
2105,352170,ITABERÁ,SP,0.693,0.652,0.803,0.636
1514,352180,ITAÍ,SP,0.713,0.692,0.83,0.63
1021,352190,ITAJOBI,SP,0.73,0.727,0.832,0.644
1756,352200,ITAJU,SP,0.705,0.696,0.823,0.613
648,352210,ITANHAÉM,SP,0.745,0.716,0.823,0.701
2439,352215,ITAÓCA,SP,0.68,0.627,0.787,0.637
719,352220,ITAPECERICA DA SERRA,SP,0.742,0.699,0.852,0.687
320,352230,ITAPETININGA,SP,0.763,0.728,0.864,0.705
965,352240,ITAPEVA,SP,0.732,0.702,0.803,0.697
897,352250,ITAPEVI,SP,0.735,0.687,0.855,0.677
335,352260,ITAPIRA,SP,0.762,0.75,0.852,0.692
2870,352265,ITAPIRAPUÃ PAULISTA,SP,0.661,0.595,0.816,0.594
667,352270,ITÁPOLIS,SP,0.744,0.738,0.836,0.667
1331,352280,ITAPORANGA,SP,0.719,0.681,0.835,0.653
1154,352290,ITAPUÍ,SP,0.725,0.716,0.841,0.633
1301,352300,ITAPURA,SP,0.72,0.682,0.813,0.673
1486,352310,ITAQUAQUECETUBA,SP,0.714,0.665,0.844,0.648
1811,352320,ITARARÉ,SP,0.703,0.668,0.803,0.649
2503,352330,ITARIRI,SP,0.677,0.642,0.837,0.577
145,352340,ITATIBA,SP,0.778,0.788,0.844,0.708
1720,352350,ITATINGA,SP,0.706,0.685,0.841,0.61
1191,352360,ITIRAPINA,SP,0.724,0.734,0.813,0.636
1696,352370,ITIRAPUÃ,SP,0.707,0.673,0.826,0.636
1398,352380,ITOBI,SP,0.717,0.697,0.82,0.646
197,352390,ITU,SP,0.773,0.782,0.854,0.692
335,352400,ITUPEVA,SP,0.762,0.75,0.844,0.699
289,352410,ITUVERAVA,SP,0.765,0.768,0.841,0.694
1574,352420,JABORANDI,SP,0.711,0.679,0.845,0.627
145,352430,JABOTICABAL,SP,0.778,0.778,0.851,0.71
157,352440,JACAREÍ,SP,0.777,0.749,0.837,0.749
1217,352450,JACI,SP,0.723,0.7,0.818,0.659
1398,352460,JACUPIRANGA,SP,0.717,0.687,0.832,0.644
100,352470,JAGUARIÚNA,SP,0.784,0.782,0.862,0.715
168,352480,JALES,SP,0.776,0.75,0.855,0.73
440,352490,JAMBEIRO,SP,0.756,0.727,0.86,0.69
366,352500,JANDIRA,SP,0.76,0.738,0.841,0.706
897,352510,JARDINÓPOLIS,SP,0.735,0.728,0.853,0.64
940,352520,JARINU,SP,0.733,0.723,0.826,0.659
145,352530,JAÚ,SP,0.778,0.768,0.886,0.693
1811,352540,JERIQUARA,SP,0.703,0.68,0.814,0.628
1934,352550,JOANÓPOLIS,SP,0.699,0.707,0.824,0.585
743,352560,JOÃO RAMALHO,SP,0.741,0.701,0.818,0.71
157,352570,JOSÉ BONIFÁCIO,SP,0.777,0.752,0.869,0.717
1427,352580,JÚLIO MESQUITA,SP,0.716,0.659,0.813,0.686
743,352585,JUMIRIM,SP,0.741,0.721,0.863,0.655
11,352590,JUNDIAÍ,SP,0.822,0.834,0.866,0.768
648,352600,JUNQUEIRÓPOLIS,SP,0.745,0.727,0.86,0.662
1904,352610,JUQUIÁ,SP,0.7,0.654,0.823,0.637
1638,352620,JUQUITIBA,SP,0.709,0.68,0.791,0.662
2105,352630,LAGOINHA,SP,0.693,0.686,0.797,0.609
1052,352640,LARANJAL PAULISTA,SP,0.729,0.732,0.829,0.639
1266,352650,LAVÍNIA,SP,0.721,0.698,0.82,0.655
1052,352660,LAVRINHAS,SP,0.729,0.665,0.823,0.707
667,352670,LEME,SP,0.744,0.729,0.851,0.665
304,352680,LENÇÓIS PAULISTA,SP,0.764,0.743,0.837,0.717
178,352690,LIMEIRA,SP,0.775,0.761,0.852,0.719
719,352700,LINDÓIA,SP,0.742,0.722,0.864,0.654
87,352710,LINS,SP,0.786,0.762,0.869,0.733
274,352720,LORENA,SP,0.766,0.736,0.856,0.713
719,352725,LOURDES,SP,0.742,0.697,0.816,0.717
157,352730,LOUVEIRA,SP,0.777,0.783,0.861,0.697
508,352740,LUCÉLIA,SP,0.752,0.728,0.841,0.695
940,352750,LUCIANÓPOLIS,SP,0.733,0.736,0.809,0.662
993,352760,LUÍS ANTÔNIO,SP,0.731,0.709,0.822,0.671
1842,352770,LUIZIÂNIA,SP,0.702,0.682,0.815,0.623
1191,352780,LUPÉRCIO,SP,0.724,0.679,0.83,0.674
1301,352790,LUTÉCIA,SP,0.72,0.67,0.846,0.659
227,352800,MACATUBA,SP,0.77,0.763,0.859,0.697
695,352810,MACAUBAL,SP,0.743,0.72,0.844,0.676
764,352820,MACEDÔNIA,SP,0.74,0.705,0.852,0.675
488,352830,MAGDA,SP,0.753,0.724,0.823,0.717
695,352840,MAIRINQUE,SP,0.743,0.721,0.831,0.684
76,352850,MAIRIPORÃ,SP,0.788,0.767,0.881,0.723
795,352860,MANDURI,SP,0.739,0.73,0.818,0.675
2503,352870,MARABÁ PAULISTA,SP,0.677,0.65,0.809,0.591
220,352880,MARACAÍ,SP,0.771,0.711,0.85,0.758
508,352885,MARAPOAMA,SP,0.752,0.736,0.852,0.679
1362,352890,MARIÁPOLIS,SP,0.718,0.684,0.83,0.651
47,352900,MARÍLIA,SP,0.798,0.768,0.854,0.776
993,352910,MARINÓPOLIS,SP,0.731,0.681,0.825,0.694
1266,352920,MARTINÓPOLIS,SP,0.721,0.703,0.832,0.641
197,352930,MATÃO,SP,0.773,0.766,0.847,0.713
274,352940,MAUÁ,SP,0.766,0.721,0.852,0.733
667,352950,MENDONÇA,SP,0.744,0.72,0.863,0.663
993,352960,MERIDIANO,SP,0.731,0.717,0.817,0.667
1191,352965,MESÓPOLIS,SP,0.724,0.674,0.847,0.666
743,352970,MIGUELÓPOLIS,SP,0.741,0.712,0.863,0.661
1021,352980,MINEIROS DO TIETÊ,SP,0.73,0.719,0.823,0.658
695,353000,MIRA ESTRELA,SP,0.743,0.697,0.806,0.731
1995,352990,MIRACATU,SP,0.697,0.645,0.803,0.655
526,353010,MIRANDÓPOLIS,SP,0.751,0.732,0.869,0.665
1191,353020,MIRANTE DO PARANAPANEMA,SP,0.724,0.67,0.841,0.674
335,353030,MIRASSOL,SP,0.762,0.748,0.846,0.698
823,353040,MIRASSOLÂNDIA,SP,0.738,0.704,0.829,0.69
335,353050,MOCOCA,SP,0.762,0.756,0.827,0.709
110,353060,MOGI DAS CRUZES,SP,0.783,0.762,0.851,0.74
185,353070,MOGI GUAÇU,SP,0.774,0.74,0.852,0.736
100,353080,MOJI MIRIM,SP,0.784,0.767,0.879,0.715
1331,353090,MOMBUCA,SP,0.719,0.746,0.82,0.607
210,353100,MONÇÕES,SP,0.772,0.731,0.814,0.773
467,353110,MONGAGUÁ,SP,0.754,0.719,0.854,0.699
383,353120,MONTE ALEGRE DO SUL,SP,0.759,0.752,0.858,0.678
249,353130,MONTE ALTO,SP,0.768,0.746,0.859,0.707
92,353140,MONTE APRAZÍVEL,SP,0.785,0.781,0.861,0.72
488,353150,MONTE AZUL PAULISTA,SP,0.753,0.733,0.843,0.69
743,353160,MONTE CASTELO,SP,0.741,0.706,0.814,0.709
940,353180,MONTE MOR,SP,0.733,0.713,0.863,0.639
1595,353170,MONTEIRO LOBATO,SP,0.71,0.692,0.826,0.627
1546,353190,MORRO AGUDO,SP,0.712,0.716,0.836,0.604
1454,353200,MORUNGABA,SP,0.715,0.726,0.802,0.627
743,353205,MOTUCA,SP,0.741,0.685,0.859,0.691
1133,353210,MURUTINGA DO SUL,SP,0.726,0.703,0.847,0.643
1486,353215,NANTES,SP,0.714,0.655,0.79,0.702
1362,353220,NARANDIBA,SP,0.718,0.659,0.839,0.67
3008,353230,NATIVIDADE DA SERRA,SP,0.655,0.664,0.814,0.52
2481,353240,NAZARÉ PAULISTA,SP,0.678,0.681,0.818,0.559
467,353250,NEVES PAULISTA,SP,0.754,0.737,0.823,0.707
526,353260,NHANDEARA,SP,0.751,0.755,0.835,0.672
1514,353270,NIPOÃ,SP,0.713,0.701,0.814,0.636
823,353280,NOVA ALIANÇA,SP,0.738,0.71,0.826,0.684
3090,353282,NOVA CAMPINA,SP,0.651,0.598,0.799,0.577
1454,353284,NOVA CANAÃ PAULISTA,SP,0.715,0.673,0.806,0.675
440,353286,NOVA CASTILHO,SP,0.756,0.694,0.823,0.755
289,353290,NOVA EUROPA,SP,0.765,0.718,0.869,0.718
795,353300,NOVA GRANADA,SP,0.739,0.727,0.818,0.68
1133,353310,NOVA GUATAPORANGA,SP,0.726,0.707,0.842,0.644
897,353320,NOVA INDEPENDÊNCIA,SP,0.735,0.675,0.827,0.711
695,353330,NOVA LUZITÂNIA,SP,0.743,0.705,0.808,0.719
62,353340,NOVA ODESSA,SP,0.791,0.755,0.861,0.762
1331,353325,NOVAIS,SP,0.719,0.712,0.822,0.634
488,353350,NOVO HORIZONTE,SP,0.753,0.741,0.865,0.665
628,353360,NUPORANGA,SP,0.746,0.73,0.866,0.656
1398,353370,OCAUÇU,SP,0.717,0.679,0.83,0.653
1021,353380,ÓLEO,SP,0.73,0.713,0.858,0.637
197,353390,OLÍMPIA,SP,0.773,0.737,0.867,0.724
823,353400,ONDA VERDE,SP,0.738,0.693,0.863,0.671
227,353410,ORIENTE,SP,0.77,0.717,0.837,0.761
265,353420,ORINDIÚVA,SP,0.767,0.719,0.824,0.762
128,353430,ORLÂNDIA,SP,0.78,0.765,0.882,0.703
168,353440,OSASCO,SP,0.776,0.776,0.84,0.718
562,353450,OSCAR BRESSANE,SP,0.749,0.713,0.823,0.715
335,353460,OSVALDO CRUZ,SP,0.762,0.74,0.837,0.713
145,353470,OURINHOS,SP,0.778,0.753,0.859,0.727
2134,353480,OURO VERDE,SP,0.692,0.666,0.814,0.612
227,353475,OUROESTE,SP,0.77,0.717,0.866,0.736
1154,353490,PACAEMBU,SP,0.725,0.717,0.843,0.631
965,353500,PALESTINA,SP,0.732,0.717,0.848,0.645
1244,353510,PALMARES PAULISTA,SP,0.722,0.698,0.837,0.645
488,353520,PALMEIRA D'OESTE,SP,0.753,0.72,0.829,0.714
628,353530,PALMITAL,SP,0.746,0.727,0.814,0.702
1244,353540,PANORAMA,SP,0.722,0.724,0.814,0.639
335,353550,PARAGUAÇU PAULISTA,SP,0.762,0.717,0.836,0.739
1331,353560,PARAIBUNA,SP,0.719,0.709,0.815,0.642
562,353570,PARAÍSO,SP,0.749,0.751,0.837,0.668
1398,353580,PARANAPANEMA,SP,0.717,0.697,0.839,0.631
965,353590,PARANAPUÃ,SP,0.732,0.712,0.842,0.655
850,353600,PARAPUÃ,SP,0.737,0.693,0.83,0.696
1107,353610,PARDINHO,SP,0.727,0.718,0.821,0.652
876,353620,PARIQUERA-AÇU,SP,0.736,0.682,0.862,0.678
1266,353625,PARISI,SP,0.721,0.72,0.842,0.619
1021,353630,PATROCÍNIO PAULISTA,SP,0.73,0.696,0.826,0.678
1574,353640,PAULICÉIA,SP,0.711,0.692,0.811,0.64
56,353650,PAULÍNIA,SP,0.795,0.8,0.864,0.727
1362,353657,PAULISTÂNIA,SP,0.718,0.683,0.817,0.663
1154,353660,PAULO DE FARIA,SP,0.725,0.721,0.8,0.662
795,353670,PEDERNEIRAS,SP,0.739,0.738,0.812,0.673
2503,353680,PEDRA BELA,SP,0.677,0.671,0.796,0.581
719,353690,PEDRANÓPOLIS,SP,0.742,0.698,0.854,0.684
1454,353700,PEDREGULHO,SP,0.715,0.716,0.82,0.623
238,353710,PEDREIRA,SP,0.769,0.75,0.864,0.701
185,353715,PEDRINHAS PAULISTA,SP,0.774,0.749,0.837,0.739
2028,353720,PEDRO DE TOLEDO,SP,0.696,0.654,0.812,0.634
383,353730,PENÁPOLIS,SP,0.759,0.748,0.859,0.68
274,353740,PEREIRA BARRETO,SP,0.766,0.728,0.845,0.732
876,353750,PEREIRAS,SP,0.736,0.717,0.873,0.637
562,353760,PERUÍBE,SP,0.749,0.73,0.854,0.675
965,353770,PIACATU,SP,0.732,0.681,0.843,0.684
1427,353780,PIEDADE,SP,0.716,0.694,0.848,0.624
2182,353790,PILAR DO SUL,SP,0.69,0.674,0.82,0.594
197,353800,PINDAMONHANGABA,SP,0.773,0.745,0.843,0.736
850,353810,PINDORAMA,SP,0.737,0.726,0.842,0.654
1154,353820,PINHALZINHO,SP,0.725,0.707,0.808,0.666
1574,353830,PIQUEROBI,SP,0.711,0.669,0.836,0.644
420,353850,PIQUETE,SP,0.757,0.711,0.823,0.74
795,353860,PIRACAIA,SP,0.739,0.758,0.851,0.625
